id,label
281,1
282,0
283,0
284,1
285,1
286,0
287,0
288,1
289,1
290,1
291,1
292,0
293,1
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,1
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,1
310,0
311,1
312,0
313,0
314,1
315,1
316,0
317,0
318,0
319,1
320,0
321,1
322,1
323,1
324,0
325,0
326,1
327,1
328,0
329,0
330,1
331,0
332,0
333,1
334,0
335,1
336,0
337,0
338,0
339,0
340,1
341,1
342,1
343,0
344,1
345,1
346,1
347,1
348,0
349,0
350,1
351,0
352,0
353,0
354,1
355,1
356,1
357,1
358,1
359,1
360,0
361,0
362,0
363,0
364,1
365,1
366,1
367,1
368,1
369,1
370,0
371,1
372,0
373,1
374,1
375,0
376,1
377,1
378,0
379,0
380,0
381,1
382,1
383,1
384,0
385,0
386,0
387,0
388,0
389,1
390,1
391,0
392,0
393,1
394,0
395,0
396,0
397,1
398,0
399,1
400,1
401,1
402,1
403,0
404,0
405,0
406,0
407,0
408,0
409,1
410,1
411,0
412,1
413,0
414,0
415,0
416,0
417,0
418,1
419,1
420,1
421,0
422,0
423,1
424,1
425,0
426,0
427,0
428,0
429,0
430,0
431,1
432,0
433,1
434,1
435,0
436,1
437,1
438,0
439,1
440,1
441,1
442,1
443,1
444,1
445,0
446,1
447,1
448,1
449,0
450,0
451,0
452,0
453,1
454,0
455,1
456,0
457,1
458,1
459,0
460,1
461,1
462,0
463,1
464,0
465,0
466,0
467,1
468,0
469,1
470,0
471,0
472,1
473,0
474,1
475,0
476,0
477,0
478,0
479,1
480,0
481,1
482,0
483,0
484,1
485,0
486,0
487,0
488,0
489,1
490,1
491,0
492,0
493,0
494,0
495,0
496,1
497,0
498,1
499,0
500,1
501,0
502,0
503,1
504,0
505,0
506,1
507,0
508,1
509,1
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,1
519,1
520,0
521,1
522,0
523,0
524,0
525,1
526,0
527,1
528,1
529,1
530,1
531,1
532,1
533,0
534,0
535,1
536,1
537,0
538,1
539,0
540,0
541,0
542,1
543,1
544,0
545,1
546,0
547,1
548,1
549,0
550,1
551,0
552,0
553,1
554,0
555,1
556,0
557,0
558,1
559,1
560,1
561,0
562,0
563,1
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,1
572,1
573,0
574,0
575,1
576,1
577,0
578,1
579,1
580,1
581,1
582,1
583,1
584,0
585,0
586,1
587,1
588,1
589,0
590,1
591,0
592,0
593,0
594,0
595,1
596,0
597,0
598,1
599,1
600,0
601,1
602,0
603,0
604,1
605,0
606,0
607,0
608,1
609,0
610,0
611,1
612,1
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,1
621,0
622,1
623,0
624,0
625,0
626,1
627,0
628,1
629,0
630,0
631,0
632,0
633,1
634,0
635,0
636,1
637,0
638,0
639,1
640,0
641,0
642,0
643,1
644,1
645,0
646,0
647,0
648,0
649,0
650,1
651,0
652,0
653,1
654,1
655,1
656,0
657,1
658,0
659,0
660,0
661,1
662,0
663,0
664,0
665,0
666,0
667,0
668,1
669,0
670,1
671,0
672,0
673,1
674,1
675,0
676,0
677,1
678,0
679,0
680,1
681,1
682,0
683,1
684,1
685,1
686,1
687,1
688,0
689,0
690,1
691,0
692,0
693,1
694,0
695,0
696,0
697,0
698,0
699,1
700,1
701,0
702,1
703,1
704,0
705,0
706,1
707,1
708,0
709,1
710,1
711,0
712,1
713,1
714,0
715,1
716,0
717,1
718,0
719,1
720,1
721,1
722,1
723,0
724,0
725,0
726,1
727,1
728,0
729,0
730,1
731,0
732,0
733,1
734,0
735,0
736,1
737,1
738,1
739,0
740,0
741,1
742,1
743,0
744,1
745,1
746,0
747,0
748,1
749,1
750,1
751,1
752,1
753,1
754,0
755,1
756,1
757,0
758,0
759,1
760,1
761,1
762,1
763,1
764,0
765,0
766,0
767,1
768,0
769,0
770,1
771,0
772,1
773,0
774,0
775,0
776,1
777,1
778,0
779,1
780,0
781,0
782,0
783,1
784,0
785,1
786,1
787,0
788,0
789,1
790,0
791,0
792,0
793,0
794,0
795,1
796,1
797,1
798,1
799,0
800,1
801,1
802,1
803,1
804,0
805,1
806,1
807,1
808,1
809,0
810,0
811,1
812,1
813,1
814,1
815,0
816,1
817,0
818,0
819,0
820,1
821,0
822,0
823,0
824,1
825,1
826,0
827,0
828,0
829,1
830,1
831,1
832,0
833,0
834,1
835,0
836,1
837,1
838,0
839,0
840,0
841,0
842,1
843,0
844,1
845,0
846,0
847,1
848,1
849,1
850,0
851,1
852,1
853,0
854,0
855,0
856,0
857,1
858,1
859,1
860,1
861,0
862,0
863,0
864,0
865,1
866,1
867,1
868,0
869,1
870,1
871,1
872,1
873,1
874,0
875,0
876,1
877,1
878,1
879,1
880,1
881,0
882,1
883,1
884,0
885,1
886,1
887,1
888,1
889,1
890,1
891,0
892,1
893,1
894,0
895,1
896,0
897,1
898,0
899,0
900,1
901,1
902,1
903,0
904,0
905,0
906,1
907,1
908,0
909,1
910,1
911,0
912,0
913,0
914,0
915,1
916,0
917,0
918,0
919,0
920,0
921,1
922,1
923,1
924,1
925,1
926,0
927,0
928,0
929,0
930,0
931,0
932,1
933,0
934,0
935,0
936,1
937,0
938,1
939,0
940,0
941,1
942,1
943,0
944,1
945,0
946,1
947,0
948,0
949,0
950,1
951,0
952,0
953,1
954,0
955,1
956,0
957,0
958,0
959,1
960,0
961,0
962,0
963,0
964,0
965,1
966,0
967,0
968,1
969,1
970,0
971,1
972,1
973,0
974,0
975,0
976,0
977,1
978,0
979,1
980,1
981,1
982,0
983,0
984,0
985,1
986,0
987,1
988,1
989,0
990,0
991,1
992,1
993,1
994,1
995,0
996,0
997,0
998,0
999,1
1000,1
1001,0
1002,1
1003,0
1004,0
1005,1
1006,0
1007,1
1008,0
1009,1
1010,0
1011,0
1012,0
1013,1
1014,0
1015,0
1016,1
1017,1
1018,1
1019,0
1020,1
1021,1
1022,0
1023,0
1024,1
1025,0
1026,1
1027,0
1028,1
1029,1
1030,0
1031,0
1032,1
1033,1
1034,0
1035,0
1036,0
1037,1
1038,0
1039,1
1040,1
1041,1
1042,1
1043,0
1044,0
1045,0
1046,1
1047,0
1048,1
1049,0
1050,0
1051,1
1052,1
1053,1
1054,0
1055,1
1056,1
1057,0
1058,1
1059,0
1060,0
1061,1
1062,0
1063,0
1064,0
1065,1
1066,0
1067,1
1068,0
1069,1
1070,1
1071,0
1072,0
1073,0
1074,0
1075,1
1076,1
1077,0
1078,0
1079,1
1080,0
1081,0
1082,0
1083,1
1084,1
1085,1
1086,0
1087,1
1088,0
1089,0
1090,1
1091,1
1092,0
1093,1
1094,0
1095,0
1096,0
1097,1
1098,1
1099,1
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,1
1109,1
1110,0
1111,1
1112,1
1113,1
1114,0
1115,0
1116,0
1117,0
1118,1
1119,1
1120,1
1121,0
1122,1
1123,1
1124,1
1125,0
1126,0
1127,0
1128,0
1129,0
1130,1
1131,0
1132,1
1133,1
1134,0
1135,0
1136,0
1137,0
1138,1
1139,0
1140,0
1141,1
1142,1
1143,0
1144,1
1145,0
1146,0
1147,0
1148,0
1149,1
1150,0
1151,0
1152,1
1153,1
1154,1
1155,1
1156,1
1157,0
1158,1
1159,1
1160,0
1161,0
1162,1
1163,0
1164,1
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,1
1172,1
1173,0
1174,1
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,1
1182,1
1183,1
1184,1
1185,1
1186,0
1187,0
1188,1
1189,0
1190,0
1191,1
1192,0
1193,1
1194,0
1195,1
1196,0
1197,0
1198,0
1199,1
1200,1
1201,0
1202,0
1203,1
1204,1
1205,1
1206,0
1207,1
1208,1
1209,0
1210,1
1211,0
1212,1
1213,1
1214,0
1215,1
1216,1
1217,1
1218,0
1219,1
1220,0
1221,0
1222,0
1223,1
1224,0
1225,0
1226,0
1227,1
1228,1
1229,1
1230,1
1231,0
1232,1
1233,0
1234,1
1235,0
1236,0
1237,0
1238,0
1239,1
1240,1
1241,1
1242,1
1243,0
1244,1
1245,0
1246,1
1247,0
1248,0
1249,1
1250,0
1251,1
1252,0
1253,0
1254,0
1255,1
1256,0
1257,1
1258,1
1259,0
1260,0
1261,1
1262,0
1263,1
1264,1
1265,0
1266,1
1267,1
1268,0
1269,1
1270,0
1271,0
1272,0
1273,0
1274,1
1275,0
1276,0
1277,0
1278,1
1279,0
1280,0
1281,1
1282,1
1283,0
1284,1
1285,1
1286,0
1287,0
1288,0
1289,1
1290,1
1291,1
1292,1
1293,0
1294,1
1295,1
1296,0
1297,1
1298,1
1299,0
1300,0
1301,0
1302,1
1303,0
1304,0
1305,1
1306,0
1307,0
1308,1
1309,0
1310,0
1311,1
1312,1
1313,0
1314,1
1315,1
1316,1
1317,0
1318,1
1319,0
1320,1
1321,0
1322,0
1323,0
1324,1
1325,0
1326,1
1327,1
1328,0
1329,1
1330,1
1331,1
1332,0
1333,0
1334,0
1335,0
1336,1
1337,1
1338,0
1339,0
1340,0
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,0
1351,0
1352,1
1353,0
1354,0
1355,1
1356,0
1357,0
1358,1
1359,1
1360,1
1361,1
1362,0
1363,0
1364,1
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,1
1372,0
1373,0
1374,0
1375,1
1376,1
1377,1
1378,0
1379,1
1380,1
1381,1
1382,0
1383,0
1384,0
1385,1
1386,0
1387,0
1388,1
1389,1
1390,1
1391,0
1392,0
1393,0
1394,1
1395,0
1396,0
1397,1
1398,0
1399,0
1400,1
1401,1
1402,1
1403,1
1404,0
1405,0
1406,0
1407,0
1408,1
1409,1
1410,1
1411,1
1412,1
1413,0
1414,1
1415,1
1416,0
1417,0
1418,0
1419,1
1420,0
1421,1
1422,1
1423,0
1424,0
1425,1
1426,1
1427,0
1428,0
1429,1
1430,1
1431,1
1432,1
1433,0
1434,1
1435,0
1436,0
1437,0
1438,1
1439,0
1440,1
1441,0
1442,1
1443,1
1444,1
1445,1
1446,0
1447,1
1448,1
1449,0
1450,1
1451,1
1452,0
1453,0
1454,0
1455,1
1456,0
1457,1
1458,0
1459,0
1460,1
1461,1
1462,0
1463,0
1464,0
1465,1
1466,0
1467,0
1468,1
1469,0
1470,1
1471,0
1472,1
1473,1
1474,0
1475,0
1476,0
1477,0
1478,1
1479,1
1480,1
1481,0
1482,1
1483,0
1484,1
1485,0
1486,1
1487,1
1488,1
1489,1
1490,0
1491,0
1492,1
1493,0
1494,0
1495,0
1496,1
1497,1
1498,1
1499,0
1500,1
1501,0
1502,0
1503,1
1504,0
1505,1
1506,1
1507,1
1508,1
1509,0
1510,0
1511,1
1512,0
1513,0
1514,1
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,1
1523,0
1524,0
1525,0
1526,0
1527,1
1528,0
1529,0
1530,0
1531,0
1532,1
1533,0
1534,1
1535,1
1536,0
1537,1
1538,0
1539,1
1540,0
1541,0
1542,0
1543,1
1544,0
1545,0
1546,1
1547,0
1548,0
1549,0
1550,0
1551,0
1552,1
1553,0
1554,0
1555,0
1556,1
1557,1
1558,1
1559,1
1560,1
1561,1
1562,0
1563,0
1564,1
1565,0
1566,1
1567,1
1568,1
1569,0
1570,0
1571,0
1572,1
1573,1
1574,0
1575,1
1576,0
1577,1
1578,0
1579,0
1580,1
1581,1
1582,0
1583,0
1584,0
1585,0
1586,0
1587,1
1588,1
1589,1
1590,1
1591,1
1592,0
1593,1
1594,0
1595,1
1596,1
1597,1
1598,0
1599,0
1600,1
1601,1
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,1
1610,1
1611,0
1612,1
1613,0
1614,1
1615,0
1616,0
1617,1
1618,0
1619,1
1620,0
1621,1
1622,0
1623,1
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,1
1631,0
1632,1
1633,1
1634,0
1635,0
1636,0
1637,1
1638,0
1639,0
1640,0
1641,1
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,1
1651,1
1652,1
1653,0
1654,0
1655,1
1656,1
1657,0
1658,0
1659,0
1660,0
1661,0
1662,1
1663,0
1664,0
1665,0
1666,0
1667,1
1668,1
1669,0
1670,0
1671,0
1672,1
1673,0
1674,1
1675,0
1676,0
1677,1
1678,0
1679,0
1680,1
1681,0
1682,0
1683,0
1684,1
1685,0
1686,0
1687,1
1688,0
1689,0
1690,1
1691,0
1692,1
1693,1
1694,0
1695,0
1696,0
1697,1
1698,0
1699,1
1700,1
1701,1
1702,0
1703,0
1704,1
1705,1
1706,1
1707,1
1708,0
1709,1
1710,0
1711,1
1712,1
1713,1
1714,1
1715,0
1716,0
1717,1
1718,0
1719,0
1720,0
1721,1
1722,1
1723,0
1724,0
1725,0
1726,0
1727,1
1728,1
1729,1
1730,1
1731,0
1732,1
1733,1
1734,0
1735,0
1736,1
1737,0
1738,0
1739,0
1740,1
1741,1
1742,0
1743,0
1744,1
1745,1
1746,1
1747,0
1748,1
1749,0
1750,0
1751,1
1752,1
1753,1
1754,0
1755,1
1756,1
1757,0
1758,1
1759,1
1760,1
1761,1
1762,1
1763,0
1764,0
1765,1
1766,1
1767,1
1768,1
1769,0
1770,1
1771,1
1772,0
1773,1
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,1
1795,0
1796,1
1797,0
1798,0
1799,1
1800,0
1801,0
1802,0
1803,1
1804,0
1805,1
1806,1
1807,1
1808,1
1809,1
1810,0
1811,0
1812,0
1813,1
1814,0
1815,1
1816,0
1817,0
1818,0
1819,1
1820,0
1821,0
1822,1
1823,1
1824,0
1825,1
1826,0
1827,0
1828,0
1829,0
1830,1
1831,1
1832,1
1833,0
1834,1
1835,0
1836,0
1837,1
1838,0
1839,1
1840,0
1841,1
1842,0
1843,0
1844,0
1845,1
1846,1
1847,1
1848,0
1849,0
1850,0
1851,1
1852,0
1853,1
1854,1
1855,1
1856,0
1857,1
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,1
1866,0
1867,0
1868,1
1869,1
1870,0
1871,1
1872,1
1873,0
1874,0
1875,1
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,1
1883,1
1884,0
1885,1
1886,1
1887,0
1888,1
1889,0
1890,1
1891,1
1892,0
1893,1
1894,0
1895,0
1896,0
1897,1
1898,0
1899,0
1900,0
1901,1
1902,0
1903,1
1904,0
1905,1
1906,0
1907,0
1908,0
1909,0
1910,0
1911,1
1912,1
1913,0
1914,0
1915,1
1916,1
1917,1
1918,0
1919,1
1920,0
1921,1
1922,1
1923,0
1924,0
1925,1
1926,0
1927,1
1928,1
1929,0
1930,0
1931,1
1932,1
1933,1
1934,1
1935,1
1936,0
1937,1
1938,0
1939,0
1940,0
1941,1
1942,1
1943,0
1944,1
1945,0
1946,1
1947,1
1948,0
1949,0
1950,0
1951,0
1952,1
1953,0
1954,0
1955,0
1956,0
1957,1
1958,1
1959,0
1960,0
1961,1
1962,1
1963,1
1964,0
1965,0
1966,0
1967,0
1968,1
1969,0
1970,0
1971,1
1972,1
1973,1
1974,1
1975,0
1976,1
1977,1
1978,0
1979,1
1980,1
1981,1
1982,1
1983,0
1984,1
1985,0
1986,1
1987,0
1988,1
1989,1
1990,0
1991,0
1992,1
1993,0
1994,0
1995,0
1996,1
1997,0
1998,0
1999,1
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,1
2007,1
2008,0
2009,1
2010,1
2011,0
2012,0
2013,0
2014,0
2015,0
2016,1
2017,1
2018,1
2019,1
2020,0
2021,0
2022,1
2023,0
2024,0
2025,1
2026,0
2027,1
2028,1
2029,1
2030,0
2031,1
2032,1
2033,1
2034,0
2035,0
2036,1
2037,1
2038,0
2039,1
2040,0
2041,1
2042,1
2043,0
2044,1
2045,1
2046,1
2047,0
2048,1
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,1
2058,0
2059,1
2060,0
2061,0
2062,1
2063,0
2064,1
2065,1
2066,0
2067,1
2068,0
2069,0
2070,0
2071,0
2072,1
2073,1
2074,0
2075,1
2076,1
2077,0
2078,1
2079,0
2080,1
2081,0
2082,1
2083,1
2084,0
2085,1
2086,0
2087,0
2088,1
2089,0
2090,1
2091,1
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,1
2101,0
2102,1
2103,0
2104,1
2105,0
2106,0
2107,1
2108,1
2109,0
2110,1
2111,0
2112,0
2113,0
2114,1
2115,1
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,1
2123,0
2124,0
2125,1
2126,0
2127,0
2128,1
2129,0
2130,1
2131,1
2132,0
2133,0
2134,1
2135,1
2136,0
2137,0
2138,0
2139,0
2140,0
2141,1
2142,0
2143,1
2144,0
2145,1
2146,1
2147,0
2148,0
2149,1
2150,0
2151,1
2152,0
2153,0
2154,1
2155,0
2156,1
2157,0
2158,1
2159,0
2160,1
2161,0
2162,1
2163,0
2164,0
2165,0
2166,1
2167,0
2168,1
2169,1
2170,1
2171,1
2172,1
2173,1
2174,0
2175,0
2176,1
2177,0
2178,0
2179,0
2180,0
2181,0
2182,1
2183,1
2184,1
2185,1
2186,0
2187,1
2188,0
2189,1
2190,1
2191,0
2192,1
2193,1
2194,0
2195,1
2196,1
2197,0
2198,1
2199,0
2200,1
2201,0
2202,0
2203,1
2204,0
2205,1
2206,0
2207,1
2208,0
2209,1
2210,0
2211,1
2212,1
2213,0
2214,0
2215,0
2216,0
2217,1
2218,1
2219,1
2220,1
2221,1
2222,1
2223,1
2224,1
2225,0
2226,1
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,1
2234,1
2235,0
2236,0
2237,0
2238,0
2239,1
2240,1
2241,1
2242,1
2243,0
2244,1
2245,1
2246,1
2247,1
2248,1
2249,1
2250,1
2251,0
2252,1
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,1
2260,1
2261,1
2262,0
2263,1
2264,0
2265,1
2266,1
2267,1
2268,1
2269,0
2270,0
2271,1
2272,1
2273,1
2274,1
2275,1
2276,1
2277,0
2278,0
2279,1
2280,1
2281,1
2282,0
2283,0
2284,0
2285,1
2286,1
2287,0
2288,1
2289,1
2290,0
2291,1
2292,1
2293,0
2294,1
2295,0
2296,0
2297,0
2298,1
2299,0
2300,0
2301,0
2302,0
2303,1
2304,1
2305,1
2306,1
2307,1
2308,0
2309,0
2310,1
2311,0
2312,0
2313,0
2314,1
2315,0
2316,1
2317,1
2318,0
2319,0
2320,0
2321,1
2322,1
2323,1
2324,0
2325,1
2326,0
2327,1
2328,0
2329,0
2330,1
2331,1
2332,0
2333,1
2334,0
2335,1
2336,0
2337,1
2338,0
2339,0
2340,0
2341,0
2342,1
2343,0
2344,1
2345,0
2346,0
2347,0
2348,0
2349,1
2350,0
2351,1
2352,1
2353,1
2354,1
2355,0
2356,1
2357,0
2358,1
2359,0
2360,1
2361,0
2362,0
2363,1
2364,1
2365,0
2366,0
2367,1
2368,0
2369,1
2370,0
2371,1
2372,0
2373,0
2374,1
2375,0
2376,1
2377,1
2378,1
2379,1
2380,0
2381,0
2382,0
2383,0
2384,1
2385,1
2386,1
2387,0
2388,1
2389,0
2390,1
2391,1
2392,1
2393,1
2394,0
2395,1
2396,1
2397,1
2398,1
2399,0
2400,0
2401,1
2402,1
2403,0
2404,0
2405,1
2406,1
2407,0
2408,1
2409,0
2410,1
2411,0
2412,1
2413,1
2414,0
2415,1
2416,0
2417,0
2418,1
2419,1
2420,1
2421,0
2422,1
2423,1
2424,1
2425,1
2426,1
2427,0
2428,1
2429,1
2430,1
2431,0
2432,0
2433,1
2434,0
2435,1
2436,1
2437,0
2438,1
2439,0
2440,1
2441,1
2442,1
2443,1
2444,0
2445,0
2446,1
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,1
2456,1
2457,0
2458,0
2459,0
2460,0
2461,1
2462,0
2463,0
2464,0
2465,1
2466,0
2467,1
2468,0
2469,0
2470,1
2471,1
2472,1
2473,0
2474,0
2475,1
2476,1
2477,0
2478,1
2479,0
2480,1
2481,1
2482,0
2483,0
2484,1
2485,1
2486,0
2487,0
2488,1
2489,1
2490,0
2491,0
2492,1
2493,0
2494,0
2495,1
2496,0
2497,1
2498,0
2499,1
2500,1
2501,1
2502,1
2503,0
2504,1
2505,0
2506,1
2507,1
2508,0
2509,1
2510,1
2511,0
2512,0
2513,1
2514,1
2515,0
2516,0
2517,1
2518,1
2519,1
2520,1
2521,0
2522,1
2523,0
2524,0
2525,1
2526,1
2527,0
2528,0
2529,0
2530,1
2531,1
2532,0
2533,0
2534,0
2535,1
2536,0
2537,0
2538,0
2539,1
2540,0
2541,1
2542,1
2543,0
2544,1
2545,0
2546,1
2547,0
2548,0
2549,1
2550,1
2551,0
2552,0
2553,1
2554,0
2555,1
2556,0
2557,0
2558,0
2559,1
2560,1
2561,1
2562,0
2563,0
2564,1
2565,0
2566,1
2567,0
2568,0
2569,0
2570,1
2571,0
2572,1
2573,1
2574,0
2575,1
2576,1
2577,0
2578,0
2579,1
2580,0
2581,1
2582,1
2583,0
2584,0
2585,0
2586,0
2587,1
2588,1
2589,0
2590,1
2591,0
2592,0
2593,1
2594,0
2595,1
2596,0
2597,0
2598,0
2599,0
2600,1
2601,1
2602,1
2603,1
2604,0
2605,0
2606,0
2607,1
2608,0
2609,0
2610,1
2611,0
2612,0
2613,0
2614,0
2615,0
2616,1
2617,1
2618,0
2619,1
2620,1
2621,1
2622,1
2623,0
2624,0
2625,0
2626,1
2627,1
2628,0
2629,1
2630,0
2631,1
2632,0
2633,0
2634,1
2635,0
2636,0
2637,0
2638,0
2639,1
2640,0
2641,1
2642,1
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,1
2650,0
2651,0
2652,0
2653,1
2654,1
2655,0
2656,1
2657,0
2658,0
2659,1
2660,1
2661,0
2662,0
2663,1
2664,1
2665,1
2666,0
2667,0
2668,1
2669,0
2670,1
2671,1
2672,1
2673,0
2674,1
2675,0
2676,0
2677,1
2678,1
2679,0
2680,0
2681,1
2682,1
2683,1
2684,0
2685,0
2686,0
2687,1
2688,0
2689,1
2690,1
2691,1
2692,0
2693,0
2694,0
2695,1
2696,1
2697,0
2698,1
2699,0
2700,0
2701,0
2702,0
2703,1
2704,1
2705,0
2706,0
2707,0
2708,0
2709,1
2710,0
2711,0
2712,1
2713,0
2714,1
2715,0
2716,1
2717,1
2718,1
2719,0
2720,0
2721,1
2722,0
2723,0
2724,0
2725,1
2726,0
2727,0
2728,1
2729,0
2730,0
2731,1
2732,0
2733,1
2734,0
2735,0
2736,0
2737,1
2738,1
2739,0
2740,0
2741,0
2742,1
2743,1
2744,0
2745,1
2746,0
2747,0
2748,1
2749,0
2750,1
2751,1
2752,0
2753,1
2754,0
2755,0
2756,1
2757,0
2758,1
2759,0
2760,0
2761,0
2762,1
2763,0
2764,0
2765,0
2766,0
2767,1
2768,0
2769,1
2770,0
2771,0
2772,0
2773,0
2774,0
2775,0
2776,0
2777,1
2778,0
2779,0
2780,1
2781,1
2782,1
2783,1
2784,1
2785,1
2786,0
2787,0
2788,1
2789,0
2790,1
2791,1
2792,1
2793,1
2794,1
2795,0
2796,1
2797,1
2798,0
2799,1
2800,0
2801,0
2802,1
2803,1
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,1
2811,0
2812,0
2813,1
2814,0
2815,1
2816,1
2817,1
2818,0
2819,1
2820,1
2821,0
2822,0
2823,0
2824,0
2825,0
2826,1
2827,1
2828,0
2829,1
2830,1
2831,0
2832,1
2833,0
2834,1
2835,0
2836,0
2837,0
2838,1
2839,0
2840,1
2841,0
2842,1
2843,1
2844,0
2845,0
2846,1
2847,1
2848,1
2849,0
2850,0
2851,1
2852,1
2853,0
2854,0
2855,0
2856,1
2857,1
2858,0
2859,1
2860,0
2861,1
2862,1
2863,0
2864,1
2865,1
2866,1
2867,0
2868,0
2869,0
2870,1
2871,1
2872,1
2873,0
2874,1
2875,0
2876,1
2877,1
2878,0
2879,1
2880,0
2881,1
2882,0
2883,0
2884,1
2885,0
2886,1
2887,0
2888,0
2889,0
2890,0
2891,1
2892,0
2893,1
2894,0
2895,1
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,1
2903,0
2904,1
2905,1
2906,1
2907,1
2908,1
2909,0
2910,0
2911,0
2912,1
2913,1
2914,1
2915,0
2916,0
2917,1
2918,1
2919,1
2920,0
2921,0
2922,0
2923,1
2924,0
2925,0
2926,0
2927,1
2928,1
2929,0
2930,1
2931,1
2932,0
2933,1
2934,0
2935,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,1
2944,0
2945,1
2946,1
2947,1
2948,1
2949,0
2950,0
2951,1
2952,1
2953,0
2954,1
2955,1
2956,1
2957,0
2958,0
2959,0
2960,1
2961,1
2962,0
2963,1
2964,1
2965,1
2966,0
2967,1
2968,0
2969,0
2970,1
2971,0
2972,0
2973,1
2974,0
2975,0
2976,1
2977,0
2978,0
2979,1
2980,0
2981,1
2982,0
2983,0
2984,0
2985,1
2986,1
2987,0
2988,1
2989,1
2990,1
2991,1
2992,0
2993,0
2994,1
2995,0
2996,0
2997,0
2998,1
